id,datetime,latitude,longitude,depth_km,magnitude,location,month,year
30 July 2022 - 02:17 AM-17.2600-120.6800-1.7,30 July 2022 - 02:17 AM,17.26,120.68,11,1.7,004  km N 87° W of Tubo (Abra),July,2022
30 July 2022 - 02:12 AM-9.9800-126.1000-2.5,30 July 2022 - 02:12 AM,9.98,126.1,33,2.5,005  km S 30° E of Burgos (Surigao Del Norte),July,2022
30 July 2022 - 02:12 AM-17.4100-120.5800-2.3,30 July 2022 - 02:12 AM,17.41,120.58,7,2.3,002  km S 69° W of Pilar (Abra),July,2022
30 July 2022 - 01:56 AM-17.5200-120.5900-2.3,30 July 2022 - 01:56 AM,17.52,120.59,33,2.3,007  km S 72° E of San Quintin (Abra),July,2022
30 July 2022 - 01:53 AM-17.5000-120.5800-3.0,30 July 2022 - 01:53 AM,17.5,120.58,1,3.0,004  km N 35° W of San Isidro (Abra),July,2022
30 July 2022 - 01:50 AM-10.0900-126.2400-2.1,30 July 2022 - 01:50 AM,10.09,126.24,21,2.1,020  km N 65° E of Burgos (Surigao Del Norte),July,2022
30 July 2022 - 01:47 AM-17.5000-120.7500-1.8,30 July 2022 - 01:47 AM,17.5,120.75,1,1.8,009  km N 31° E of Manabo (Abra),July,2022
30 July 2022 - 01:33 AM-17.5000-120.5700-4.0,30 July 2022 - 01:33 AM,17.5,120.57,1,4.0,005  km N 38° W of San Isidro (Abra),July,2022
30 July 2022 - 01:26 AM-17.4500-120.5300-2.9,30 July 2022 - 01:26 AM,17.45,120.53,2,2.9,008  km N 59° W of Pilar (Abra),July,2022
30 July 2022 - 01:24 AM-16.8500-121.4900-2.6,30 July 2022 - 01:24 AM,16.85,121.49,24,2.6,008  km S 01° E of Alfonso Lista (Ifugao),July,2022
30 July 2022 - 01:19 AM-17.6300-120.5300-3.5,30 July 2022 - 01:19 AM,17.63,120.53,3,3.5,013  km N 86° W of Tayum (Abra),July,2022
30 July 2022 - 01:19 AM-17.2100-120.6000-2.3,30 July 2022 - 01:19 AM,17.21,120.6,1,2.3,004  km S 43° E of San Emilio (Ilocos Sur),July,2022
30 July 2022 - 01:16 AM-17.3300-121.0000-1.8,30 July 2022 - 01:16 AM,17.33,121.0,29,1.8,016  km S 28° E of Daguioman (Abra),July,2022
30 July 2022 - 01:15 AM-13.3600-120.2100-3.4,30 July 2022 - 01:15 AM,13.36,120.21,7,3.4,028  km S 78° W of Paluan (Occidental Mindoro),July,2022
30 July 2022 - 01:11 AM-17.0700-120.5200-1.4,30 July 2022 - 01:11 AM,17.07,120.52,3,1.4,007  km S 82° E of Santa Cruz (Ilocos Sur),July,2022
30 July 2022 - 12:56 AM-17.4900-120.6900-2.7,30 July 2022 - 12:56 AM,17.49,120.69,19,2.7,007  km N 15° W of Manabo (Abra),July,2022
30 July 2022 - 12:51 AM-16.8300-121.3900-1.7,30 July 2022 - 12:51 AM,16.83,121.39,34,1.7,015  km S 45° W of Alfonso Lista (Ifugao),July,2022
30 July 2022 - 12:44 AM-17.1100-120.9500-2.2,30 July 2022 - 12:44 AM,17.11,120.95,29,2.2,004  km N 48° W of Bontoc (Mountain Province),July,2022
30 July 2022 - 12:34 AM-16.8000-121.5100-2.8,30 July 2022 - 12:34 AM,16.8,121.51,10,2.8,004  km N 46° W of Ramon (Isabela),July,2022
30 July 2022 - 12:31 AM-17.5900-120.4700-2.5,30 July 2022 - 12:31 AM,17.59,120.47,1,2.5,008  km N 41° W of San Quintin (Abra),July,2022
30 July 2022 - 12:28 AM-17.4900-120.6600-3.3,30 July 2022 - 12:28 AM,17.49,120.66,5,3.3,008  km N 35° W of Manabo (Abra),July,2022
30 July 2022 - 12:27 AM-17.7100-120.6800-2.1,30 July 2022 - 12:27 AM,17.71,120.68,7,2.1,011  km N 14° E of Tayum (Abra),July,2022
30 July 2022 - 12:15 AM-17.4000-120.8700-1.5,30 July 2022 - 12:15 AM,17.4,120.87,30,1.5,005  km S 19° E of Bucloc (Abra),July,2022
30 July 2022 - 12:11 AM-17.6000-120.7400-1.4,30 July 2022 - 12:11 AM,17.6,120.74,30,1.4,009  km S 77° E of Tayum (Abra),July,2022
30 July 2022 - 12:10 AM-17.2200-120.6400-1.7,30 July 2022 - 12:10 AM,17.22,120.64,10,1.7,007  km S 72° E of San Emilio (Ilocos Sur),July,2022
30 July 2022 - 12:04 AM-16.5700-121.5900-1.4,30 July 2022 - 12:04 AM,16.57,121.59,41,1.4,004  km N 46° E of Saguday (Quirino),July,2022
29 July 2022 - 11:57 PM-17.5600-120.4900-1.4,29 July 2022 - 11:57 PM,17.56,120.49,29,1.4,004  km N 54° W of San Quintin (Abra),July,2022
29 July 2022 - 11:48 PM-17.6300-120.5300-2.3,29 July 2022 - 11:48 PM,17.63,120.53,11,2.3,013  km N 84° W of Tayum (Abra),July,2022
29 July 2022 - 11:38 PM-17.4300-120.6500-1.8,29 July 2022 - 11:38 PM,17.43,120.65,8,1.8,006  km S 87° W of Manabo (Abra),July,2022
29 July 2022 - 11:38 PM-17.4800-120.7300-1.6,29 July 2022 - 11:38 PM,17.48,120.73,41,1.6,006  km S 07° E of Bucay (Abra),July,2022
29 July 2022 - 11:31 PM-17.4500-120.6700-1.6,29 July 2022 - 11:31 PM,17.45,120.67,8,1.6,005  km N 67° W of Manabo (Abra),July,2022
29 July 2022 - 11:17 PM-17.5700-120.5300-2.9,29 July 2022 - 11:17 PM,17.57,120.53,1,2.9,014  km S 70° W of Tayum (Abra),July,2022
29 July 2022 - 11:11 PM-13.4100-120.1200-2.8,29 July 2022 - 11:11 PM,13.41,120.12,20,2.8,037  km S 22° W of Looc (Occidental Mindoro),July,2022
29 July 2022 - 11:09 PM-17.5800-120.7600-2.5,29 July 2022 - 11:09 PM,17.58,120.76,9,2.5,012  km S 68° E of Tayum (Abra),July,2022
29 July 2022 - 11:04 PM-17.4700-120.6400-2.5,29 July 2022 - 11:04 PM,17.47,120.64,22,2.5,004  km N 79° E of San Isidro (Abra),July,2022
29 July 2022 - 11:00 PM-17.6200-120.7300-1.8,29 July 2022 - 11:00 PM,17.62,120.73,33,1.8,008  km East of Tayum (Abra),July,2022
29 July 2022 - 10:47 PM-17.6300-120.5100-2.0,29 July 2022 - 10:47 PM,17.63,120.51,6,2.0,015  km N 83° W of Tayum (Abra),July,2022
29 July 2022 - 10:45 PM-17.6500-120.7200-2.3,29 July 2022 - 10:45 PM,17.65,120.72,34,2.3,008  km N 65° E of Tayum (Abra),July,2022
29 July 2022 - 10:41 PM-17.5600-120.7900-1.5,29 July 2022 - 10:41 PM,17.56,120.79,1,1.5,016  km S 65° E of Tayum (Abra),July,2022
29 July 2022 - 10:29 PM-17.5500-120.5500-2.4,29 July 2022 - 10:29 PM,17.55,120.55,1,2.4,004  km N 75° E of San Quintin (Abra),July,2022
29 July 2022 - 10:24 PM-17.2500-120.7300-2.5,29 July 2022 - 10:24 PM,17.25,120.73,16,2.5,001  km S 52° E of Tubo (Abra),July,2022
29 July 2022 - 10:13 PM-17.4500-120.6800-2.4,29 July 2022 - 10:13 PM,17.45,120.68,33,2.4,003  km N 55° W of Manabo (Abra),July,2022
29 July 2022 - 10:10 PM-17.5400-120.6200-2.4,29 July 2022 - 10:10 PM,17.54,120.62,2,2.4,009  km S 22° W of Tayum (Abra),July,2022
29 July 2022 - 10:04 PM-13.3900-120.2100-2.5,29 July 2022 - 10:04 PM,13.39,120.21,11,2.5,037  km S 07° W of Looc (Occidental Mindoro),July,2022
29 July 2022 - 10:01 PM-17.6000-120.6800-1.6,29 July 2022 - 10:01 PM,17.6,120.68,21,1.6,003  km S 36° E of Tayum (Abra),July,2022
29 July 2022 - 09:58 PM-17.6300-120.6700-2.2,29 July 2022 - 09:58 PM,17.63,120.67,10,2.2,002  km N 64° E of Tayum (Abra),July,2022
29 July 2022 - 09:57 PM-17.6500-120.5900-2.2,29 July 2022 - 09:57 PM,17.65,120.59,9,2.2,008  km N 59° W of Tayum (Abra),July,2022
29 July 2022 - 09:47 PM-17.6700-120.7100-2.0,29 July 2022 - 09:47 PM,17.67,120.71,13,2.0,008  km N 45° E of Tayum (Abra),July,2022
29 July 2022 - 09:41 PM-17.6300-120.7300-2.3,29 July 2022 - 09:41 PM,17.63,120.73,11,2.3,009  km N 81° E of Tayum (Abra),July,2022
29 July 2022 - 09:38 PM-17.7200-120.4800-4.7,29 July 2022 - 09:38 PM,17.72,120.48,5,4.7,007  km N 62° E of Magsingal (Ilocos Sur),July,2022
29 July 2022 - 09:38 PM-17.4200-120.6600-1.6,29 July 2022 - 09:38 PM,17.42,120.66,4,1.6,005  km S 78° W of Manabo (Abra),July,2022
29 July 2022 - 09:34 PM-16.4900-122.2900-2.3,29 July 2022 - 09:34 PM,16.49,122.29,32,2.3,005  km S 40° E of Dinapigue (Isabela),July,2022
29 July 2022 - 09:25 PM-17.5800-120.6100-2.5,29 July 2022 - 09:25 PM,17.58,120.61,4,2.5,006  km S 46° W of Tayum (Abra),July,2022
29 July 2022 - 09:23 PM-17.3000-120.7100-1.7,29 July 2022 - 09:23 PM,17.3,120.71,33,1.7,002  km S 32° E of Luba (Abra),July,2022
29 July 2022 - 09:19 PM-16.7000-120.8800-2.1,29 July 2022 - 09:19 PM,16.7,120.88,5,2.1,006  km N 65° W of Tinoc (Ifugao),July,2022
29 July 2022 - 09:10 PM-17.2100-120.7500-2.3,29 July 2022 - 09:10 PM,17.21,120.75,18,2.3,006  km S 28° E of Tubo (Abra),July,2022
29 July 2022 - 09:06 PM-17.5500-120.6500-1.7,29 July 2022 - 09:06 PM,17.55,120.65,35,1.7,008  km South of Tayum (Abra),July,2022
29 July 2022 - 08:43 PM-17.5800-120.7200-2.0,29 July 2022 - 08:43 PM,17.58,120.72,8,2.0,008  km S 59° E of Tayum (Abra),July,2022
29 July 2022 - 08:38 PM-17.2200-120.5400-3.4,29 July 2022 - 08:38 PM,17.22,120.54,8,3.4,004  km S 61° W of San Emilio (Ilocos Sur),July,2022
29 July 2022 - 08:33 PM-17.4500-120.6400-2.1,29 July 2022 - 08:33 PM,17.45,120.64,4,2.1,004  km S 69° E of San Isidro (Abra),July,2022
29 July 2022 - 08:21 PM-17.5700-120.7100-2.2,29 July 2022 - 08:21 PM,17.57,120.71,14,2.2,003  km N 08° W of Bucay (Abra),July,2022
29 July 2022 - 08:15 PM-16.7300-120.8600-2.3,29 July 2022 - 08:15 PM,16.73,120.86,11,2.3,010  km N 55° W of Tinoc (Ifugao),July,2022
29 July 2022 - 08:09 PM-16.7000-120.9000-3.4,29 July 2022 - 08:09 PM,16.7,120.9,5,3.4,005  km N 51° W of Tinoc (Ifugao),July,2022
29 July 2022 - 08:06 PM-17.3500-120.6200-2.2,29 July 2022 - 08:06 PM,17.35,120.62,5,2.2,008  km N 65° W of Luba (Abra),July,2022
29 July 2022 - 07:45 PM-17.4400-120.6500-2.0,29 July 2022 - 07:45 PM,17.44,120.65,11,2.0,005  km N 86° W of Manabo (Abra),July,2022
29 July 2022 - 07:43 PM-9.6900-122.2800-2.7,29 July 2022 - 07:43 PM,9.69,122.28,16,2.7,019  km S 61° W of City Of Sipalay (Negros Occidental),July,2022
29 July 2022 - 07:37 PM-17.5100-120.7000-3.7,29 July 2022 - 07:37 PM,17.51,120.7,11,3.7,004  km S 34° W of Bucay (Abra),July,2022
29 July 2022 - 07:34 PM-17.6100-120.7400-3.0,29 July 2022 - 07:34 PM,17.61,120.74,21,3.0,001  km N 78° E of Lagangilang (Abra),July,2022
29 July 2022 - 07:27 PM-17.5100-120.5900-2.7,29 July 2022 - 07:27 PM,17.51,120.59,1,2.7,005  km N 20° W of San Isidro (Abra),July,2022
29 July 2022 - 07:21 PM-17.4500-120.6600-3.3,29 July 2022 - 07:21 PM,17.45,120.66,5,3.3,005  km N 67° W of Manabo (Abra),July,2022
29 July 2022 - 07:13 PM-17.7100-120.4500-1.9,29 July 2022 - 07:13 PM,17.71,120.45,3,1.9,004  km N 40° E of Magsingal (Ilocos Sur),July,2022
29 July 2022 - 06:56 PM-17.6100-120.6500-3.7,29 July 2022 - 06:56 PM,17.61,120.65,6,3.7,000  km S 26° W of Tayum (Abra),July,2022
29 July 2022 - 06:52 PM-13.4300-120.2500-2.1,29 July 2022 - 06:52 PM,13.43,120.25,9,2.1,024  km N 87° W of Paluan (Occidental Mindoro),July,2022
29 July 2022 - 06:49 PM-17.5600-120.4600-1.9,29 July 2022 - 06:49 PM,17.56,120.46,2,1.9,006  km N 71° W of San Quintin (Abra),July,2022
29 July 2022 - 06:41 PM-17.2400-120.7100-1.9,29 July 2022 - 06:41 PM,17.24,120.71,18,1.9,003  km S 35° W of Tubo (Abra),July,2022
29 July 2022 - 06:41 PM-9.7400-124.5300-1.8,29 July 2022 - 06:41 PM,9.74,124.53,5,1.8,005  km West of Anda (Bohol),July,2022
29 July 2022 - 06:34 PM-17.6500-120.5700-2.4,29 July 2022 - 06:34 PM,17.65,120.57,1,2.4,010  km N 69° W of Tayum (Abra),July,2022
29 July 2022 - 06:28 PM-17.9500-120.7000-2.6,29 July 2022 - 06:28 PM,17.95,120.7,5,2.6,006  km N 44° E of Nueva Era (Ilocos Norte),July,2022
29 July 2022 - 06:07 PM-13.4200-120.0900-3.1,29 July 2022 - 06:07 PM,13.42,120.09,11,3.1,037  km S 28° W of Looc (Occidental Mindoro),July,2022
29 July 2022 - 05:47 PM-17.6700-120.6500-2.7,29 July 2022 - 05:47 PM,17.67,120.65,12,2.7,006  km N 01° E of Tayum (Abra),July,2022
29 July 2022 - 05:38 PM-17.4500-120.6300-2.8,29 July 2022 - 05:38 PM,17.45,120.63,1,2.8,002  km N 33° E of Villaviciosa (Abra),July,2022
29 July 2022 - 05:05 PM-17.6100-120.6300-2.8,29 July 2022 - 05:05 PM,17.61,120.63,1,2.8,002  km S 68° W of Tayum (Abra),July,2022
29 July 2022 - 05:03 PM-17.5700-120.6700-2.6,29 July 2022 - 05:03 PM,17.57,120.67,1,2.6,006  km S 22° E of Tayum (Abra),July,2022
29 July 2022 - 04:32 PM-17.4800-120.7300-2.3,29 July 2022 - 04:32 PM,17.48,120.73,12,2.3,006  km N 32° E of Manabo (Abra),July,2022
29 July 2022 - 04:22 PM-17.5300-120.7300-2.1,29 July 2022 - 04:22 PM,17.53,120.73,10,2.1,013  km S 40° E of Tayum (Abra),July,2022
29 July 2022 - 04:15 PM-17.2100-120.7700-2.1,29 July 2022 - 04:15 PM,17.21,120.77,15,2.1,007  km S 44° E of Tubo (Abra),July,2022
29 July 2022 - 04:07 PM-17.7400-120.5400-2.2,29 July 2022 - 04:07 PM,17.74,120.54,7,2.2,017  km N 53° W of Tayum (Abra),July,2022
29 July 2022 - 04:07 PM-17.6200-120.6100-1.8,29 July 2022 - 04:07 PM,17.62,120.61,22,1.8,004  km S 87° W of Tayum (Abra),July,2022
29 July 2022 - 03:59 PM-17.6400-120.5900-4.6,29 July 2022 - 03:59 PM,17.64,120.59,12,4.6,007  km N 74° W of Tayum (Abra),July,2022
29 July 2022 - 03:53 PM-17.4400-120.5500-2.7,29 July 2022 - 03:53 PM,17.44,120.55,8,2.7,006  km N 59° W of Pilar (Abra),July,2022
29 July 2022 - 03:51 PM-17.4300-120.7000-2.3,29 July 2022 - 03:51 PM,17.43,120.7,13,2.3,001  km S 55° W of Manabo (Abra),July,2022
29 July 2022 - 03:49 PM-17.5200-120.5100-2.2,29 July 2022 - 03:49 PM,17.52,120.51,18,2.2,003  km S 22° W of San Quintin (Abra),July,2022
29 July 2022 - 03:46 PM-18.1100-120.4400-1.8,29 July 2022 - 03:46 PM,18.11,120.44,20,1.8,011  km N 28° W of Currimao (Ilocos Norte),July,2022
29 July 2022 - 03:43 PM-13.3800-120.1900-2.8,29 July 2022 - 03:43 PM,13.38,120.19,7,2.8,030  km S 81° W of Paluan (Occidental Mindoro),July,2022
29 July 2022 - 03:38 PM-17.9300-122.3600-2.6,29 July 2022 - 03:38 PM,17.93,122.36,14,2.6,042  km S 87° E of Baggao (Cagayan),July,2022
29 July 2022 - 03:34 PM-17.5100-120.7400-1.9,29 July 2022 - 03:34 PM,17.51,120.74,12,1.9,015  km S 40° E of Tayum (Abra),July,2022
29 July 2022 - 03:33 PM-17.5800-120.6400-2.1,29 July 2022 - 03:33 PM,17.58,120.64,29,2.1,004  km S 15° W of Tayum (Abra),July,2022
29 July 2022 - 03:30 PM-18.2800-121.3200-2.4,29 July 2022 - 03:30 PM,18.28,121.32,8,2.4,007  km S 31° W of Luna (Apayao),July,2022
29 July 2022 - 03:21 PM-17.5700-120.5300-4.3,29 July 2022 - 03:21 PM,17.57,120.53,6,4.3,014  km S 67° W of Tayum (Abra),July,2022
29 July 2022 - 03:19 PM-17.6500-120.5800-2.9,29 July 2022 - 03:19 PM,17.65,120.58,13,2.9,009  km N 64° W of Tayum (Abra),July,2022
29 July 2022 - 03:16 PM-17.5400-120.7300-2.9,29 July 2022 - 03:16 PM,17.54,120.73,14,2.9,012  km S 41° E of Tayum (Abra),July,2022
29 July 2022 - 03:13 PM-17.7300-120.7400-2.5,29 July 2022 - 03:13 PM,17.73,120.74,1,2.5,016  km N 38° E of Tayum (Abra),July,2022
29 July 2022 - 03:03 PM-17.3600-121.0000-1.6,29 July 2022 - 03:03 PM,17.36,121.0,23,1.6,011  km S 34° E of Daguioman (Abra),July,2022
29 July 2022 - 02:58 PM-17.1800-120.8700-2.6,29 July 2022 - 02:58 PM,17.18,120.87,13,2.6,009  km N 07° E of Besao (Mountain Province),July,2022
29 July 2022 - 02:40 PM-4.6400-126.0700-3.6,29 July 2022 - 02:40 PM,4.64,126.07,104,3.6,111  km S 40° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),July,2022
29 July 2022 - 02:15 PM-17.4600-120.3900-2.1,29 July 2022 - 02:15 PM,17.46,120.39,7,2.1,005  km S 62° W of Santa (Ilocos Sur),July,2022
29 July 2022 - 02:05 PM-17.6400-120.4700-2.5,29 July 2022 - 02:05 PM,17.64,120.47,1,2.5,006  km N 85° E of Santo Domingo (Ilocos Sur),July,2022
29 July 2022 - 02:01 PM-17.4800-120.7100-2.5,29 July 2022 - 02:01 PM,17.48,120.71,11,2.5,011  km S 13° E of Tayum (Abra),July,2022
29 July 2022 - 01:37 PM-17.5800-120.5700-2.2,29 July 2022 - 01:37 PM,17.58,120.57,6,2.2,011  km S 62° W of Tayum (Abra),July,2022
29 July 2022 - 01:13 PM-17.0400-120.6800-2.3,29 July 2022 - 01:13 PM,17.04,120.68,25,2.3,017  km N 69° E of Suyo (Ilocos Sur),July,2022
29 July 2022 - 01:03 PM-17.5000-120.6300-1.8,29 July 2022 - 01:03 PM,17.5,120.63,21,1.8,004  km N 40° E of San Isidro (Abra),July,2022
29 July 2022 - 01:00 PM-17.5000-120.6000-1.7,29 July 2022 - 01:00 PM,17.5,120.6,32,1.7,003  km N 04° E of San Isidro (Abra),July,2022
29 July 2022 - 12:58 PM-17.5500-120.4300-2.0,29 July 2022 - 12:58 PM,17.55,120.43,21,2.0,004  km N 89° E of Caoayan (Ilocos Sur),July,2022
29 July 2022 - 12:54 PM-17.5900-120.7700-3.1,29 July 2022 - 12:54 PM,17.59,120.77,10,3.1,015  km S 73° E of Tayum (Abra),July,2022
29 July 2022 - 12:37 PM-17.1400-120.6100-2.0,29 July 2022 - 12:37 PM,17.14,120.61,25,2.0,006  km N 02° W of Sigay (Ilocos Sur),July,2022
29 July 2022 - 12:14 PM-17.5500-120.5700-2.2,29 July 2022 - 12:14 PM,17.55,120.57,23,2.2,011  km S 49° W of Tayum (Abra),July,2022
29 July 2022 - 12:14 PM-17.5300-120.6200-1.9,29 July 2022 - 12:14 PM,17.53,120.62,17,1.9,011  km S 18° W of Tayum (Abra),July,2022
29 July 2022 - 12:12 PM-17.4300-120.5700-2.3,29 July 2022 - 12:12 PM,17.43,120.57,17,2.3,010  km N 84° E of Narvacan (Ilocos Sur),July,2022
29 July 2022 - 11:55 AM-17.4300-120.8200-1.7,29 July 2022 - 11:55 AM,17.43,120.82,12,1.7,005  km S 73° W of Bucloc (Abra),July,2022
29 July 2022 - 11:52 AM-17.5000-120.4000-1.7,29 July 2022 - 11:52 AM,17.5,120.4,20,1.7,004  km N 64° W of Santa (Ilocos Sur),July,2022
29 July 2022 - 11:51 AM-17.3300-120.9700-1.7,29 July 2022 - 11:51 AM,17.33,120.97,31,1.7,015  km S 20° E of Daguioman (Abra),July,2022
29 July 2022 - 11:39 AM-17.5200-120.8000-2.1,29 July 2022 - 11:39 AM,17.52,120.8,9,2.1,009  km S 74° E of Bucay (Abra),July,2022
29 July 2022 - 11:37 AM-17.4700-120.5300-2.7,29 July 2022 - 11:37 AM,17.47,120.53,10,2.7,009  km N 46° W of Pilar (Abra),July,2022
29 July 2022 - 11:36 AM-17.4300-120.6200-2.0,29 July 2022 - 11:36 AM,17.43,120.62,7,2.0,001  km S 18° W of Villaviciosa (Abra),July,2022
29 July 2022 - 11:24 AM-17.6200-120.6400-1.9,29 July 2022 - 11:24 AM,17.62,120.64,7,1.9,002  km N 86° W of Tayum (Abra),July,2022
29 July 2022 - 11:16 AM-17.4500-120.5600-2.8,29 July 2022 - 11:16 AM,17.45,120.56,7,2.8,005  km N 46° W of Pilar (Abra),July,2022
29 July 2022 - 11:10 AM-17.3400-120.6500-2.2,29 July 2022 - 11:10 AM,17.34,120.65,23,2.2,010  km S 37° E of Pilar (Abra),July,2022
29 July 2022 - 10:44 AM-17.5600-120.7000-2.1,29 July 2022 - 10:44 AM,17.56,120.7,2,2.1,008  km S 39° E of Tayum (Abra),July,2022
29 July 2022 - 10:43 AM-16.8300-121.5400-2.2,29 July 2022 - 10:43 AM,16.83,121.54,10,2.2,006  km N 07° E of Ramon (Isabela),July,2022
29 July 2022 - 10:39 AM-17.3700-120.6100-2.2,29 July 2022 - 10:39 AM,17.37,120.61,8,2.2,005  km S 16° E of Pilar (Abra),July,2022
29 July 2022 - 10:06 AM-17.2000-120.7900-2.0,29 July 2022 - 10:06 AM,17.2,120.79,21,2.0,010  km S 51° E of Tubo (Abra),July,2022
29 July 2022 - 09:53 AM-17.4400-120.6400-2.2,29 July 2022 - 09:53 AM,17.44,120.64,16,2.2,001  km N 75° E of Villaviciosa (Abra),July,2022
29 July 2022 - 09:39 AM-17.5200-120.6400-3.7,29 July 2022 - 09:39 AM,17.52,120.64,1,3.7,011  km S 09° W of Tayum (Abra),July,2022
29 July 2022 - 09:20 AM-17.5100-120.5800-1.6,29 July 2022 - 09:20 AM,17.51,120.58,3,1.6,006  km N 30° W of San Isidro (Abra),July,2022
29 July 2022 - 09:05 AM-17.5600-120.2600-2.2,29 July 2022 - 09:05 AM,17.56,120.26,12,2.2,011  km S 75° W of Santa Catalina (Ilocos Sur),July,2022
29 July 2022 - 09:03 AM-17.4800-120.6300-1.8,29 July 2022 - 09:03 AM,17.48,120.63,17,1.8,003  km N 54° E of San Isidro (Abra),July,2022
29 July 2022 - 08:57 AM-17.3500-120.4900-2.6,29 July 2022 - 08:57 AM,17.35,120.49,1,2.6,002  km N 26° W of Burgos (Ilocos Sur),July,2022
29 July 2022 - 08:37 AM-18.5100-120.5200-2.6,29 July 2022 - 08:37 AM,18.51,120.52,1,2.6,013  km S 87° W of Burgos (Ilocos Norte),July,2022
29 July 2022 - 08:36 AM-17.4200-120.6100-1.9,29 July 2022 - 08:36 AM,17.42,120.61,17,1.9,002  km S 46° W of Villaviciosa (Abra),July,2022
29 July 2022 - 08:32 AM-17.0500-120.5400-3.3,29 July 2022 - 08:32 AM,17.05,120.54,3,3.3,008  km S 66° W of Sigay (Ilocos Sur),July,2022
29 July 2022 - 08:31 AM-11.8700-126.0200-2.9,29 July 2022 - 08:31 AM,11.87,126.02,10,2.9,062  km N 85° E of Sulat (Eastern Samar),July,2022
29 July 2022 - 08:15 AM-17.0100-120.6900-2.7,29 July 2022 - 08:15 AM,17.01,120.69,6,2.7,014  km S 06° E of Quirino (Ilocos Sur),July,2022
29 July 2022 - 07:51 AM-17.3600-120.7400-2.1,29 July 2022 - 07:51 AM,17.36,120.74,22,2.1,007  km N 50° E of Luba (Abra),July,2022
29 July 2022 - 07:44 AM-5.7100-126.8900-3.3,29 July 2022 - 07:44 AM,5.71,126.89,51,3.3,139  km S 41° E of Governor Generoso (Davao Oriental),July,2022
29 July 2022 - 07:42 AM-17.5800-120.5500-4.0,29 July 2022 - 07:42 AM,17.58,120.55,9,4.0,012  km S 71° W of Tayum (Abra),July,2022
29 July 2022 - 07:26 AM-17.5300-120.6700-2.5,29 July 2022 - 07:26 AM,17.53,120.67,18,2.5,010  km S 08° E of Tayum (Abra),July,2022
29 July 2022 - 07:23 AM-17.0300-120.8800-1.7,29 July 2022 - 07:23 AM,17.03,120.88,31,1.7,005  km N 61° W of Sabangan (Mountain Province),July,2022
29 July 2022 - 07:19 AM-15.7100-121.0900-2.2,29 July 2022 - 07:19 AM,15.71,121.09,6,2.2,002  km N 83° W of Rizal (Nueva Ecija),July,2022
29 July 2022 - 07:16 AM-17.5700-120.7400-3.2,29 July 2022 - 07:16 AM,17.57,120.74,11,3.2,010  km S 58° E of Tayum (Abra),July,2022
29 July 2022 - 07:03 AM-17.5500-120.5800-2.5,29 July 2022 - 07:03 AM,17.55,120.58,9,2.5,011  km S 46° W of Tayum (Abra),July,2022
29 July 2022 - 06:49 AM-18.0000-120.4300-2.6,29 July 2022 - 06:49 AM,18.0,120.43,3,2.6,006  km S 73° W of Currimao (Ilocos Norte),July,2022
29 July 2022 - 06:44 AM-17.1200-120.9200-2.1,29 July 2022 - 06:44 AM,17.12,120.92,31,2.1,005  km N 21° E of Sagada (Mountain Province),July,2022
29 July 2022 - 06:37 AM-17.8800-120.6900-2.6,29 July 2022 - 06:37 AM,17.88,120.69,1,2.6,004  km S 33° E of Nueva Era (Ilocos Norte),July,2022
29 July 2022 - 06:32 AM-17.9800-120.5700-3.8,29 July 2022 - 06:32 AM,17.98,120.57,1,3.8,013  km N 54° W of Nueva Era (Ilocos Norte),July,2022
29 July 2022 - 06:30 AM-17.4900-120.6000-1.7,29 July 2022 - 06:30 AM,17.49,120.6,1,1.7,003  km N 04° W of San Isidro (Abra),July,2022
29 July 2022 - 06:19 AM-17.5300-120.9100-2.3,29 July 2022 - 06:19 AM,17.53,120.91,10,2.3,009  km N 15° W of Daguioman (Abra),July,2022
29 July 2022 - 06:17 AM-17.4700-120.7500-1.9,29 July 2022 - 06:17 AM,17.47,120.75,15,1.9,006  km N 55° E of Manabo (Abra),July,2022
29 July 2022 - 06:01 AM-5.6400-126.8000-3.0,29 July 2022 - 06:01 AM,5.64,126.8,3,3.0,131  km S 77° E of Jose Abad Santos (Davao Occidental),July,2022
29 July 2022 - 05:45 AM-17.4400-120.5300-2.5,29 July 2022 - 05:45 AM,17.44,120.53,7,2.5,009  km S 71° W of San Isidro (Abra),July,2022
29 July 2022 - 05:43 AM-17.1000-120.7200-2.4,29 July 2022 - 05:43 AM,17.1,120.72,16,2.4,018  km South of Tubo (Abra),July,2022
29 July 2022 - 05:18 AM-17.5000-120.5600-2.2,29 July 2022 - 05:18 AM,17.5,120.56,18,2.2,006  km N 55° W of San Isidro (Abra),July,2022
29 July 2022 - 04:58 AM-17.4500-120.5600-2.8,29 July 2022 - 04:58 AM,17.45,120.56,22,2.8,012  km S 75° W of San Isidro (Abra),July,2022
29 July 2022 - 04:55 AM-17.1500-120.9300-1.7,29 July 2022 - 04:55 AM,17.15,120.93,11,1.7,008  km N 25° E of Sagada (Mountain Province),July,2022
29 July 2022 - 04:47 AM-17.4800-120.7000-2.3,29 July 2022 - 04:47 AM,17.48,120.7,8,2.3,005  km N 04° W of Manabo (Abra),July,2022
