id,datetime,latitude,longitude,depth_km,magnitude,location,month,year
16 December 2022 - 07:55 PM-7.0600-124.3400-1.9,16 December 2022 - 07:55 PM,7.06,124.34,22,1.9,005  km N 46° W of Talitay (Maguindanao Del Norte),December,2022
16 December 2022 - 07:06 PM-17.6100-120.5100-2.5,16 December 2022 - 07:06 PM,17.61,120.51,4,2.5,007  km N 53° W of Langiden (Abra),December,2022
16 December 2022 - 07:00 PM-13.5800-120.5600-5.0,16 December 2022 - 07:00 PM,13.58,120.56,89,5.0,020  km N 31° E of Paluan (Occidental Mindoro),December,2022
16 December 2022 - 03:26 PM-11.0100-124.7800-3.0,16 December 2022 - 03:26 PM,11.01,124.78,5,3.0,014  km N 42° E of Albuera (Leyte),December,2022
16 December 2022 - 12:53 PM-13.4400-120.4400-1.6,16 December 2022 - 12:53 PM,13.44,120.44,31,1.6,004  km N 52° W of Paluan (Occidental Mindoro),December,2022
16 December 2022 - 12:53 PM-15.9500-120.0500-2.1,16 December 2022 - 12:53 PM,15.95,120.05,11,2.1,013  km S 50° W of Labrador (Pangasinan),December,2022
16 December 2022 - 11:26 AM-7.8300-122.7600-1.7,16 December 2022 - 11:26 AM,7.83,122.76,38,1.7,003  km N 02° E of Kabasalan (Zamboanga Sibugay),December,2022
16 December 2022 - 11:21 AM-7.0600-125.3800-2.6,16 December 2022 - 11:21 AM,7.06,125.38,7,2.6,025  km N 08° W of Santa Cruz (Davao Del Sur),December,2022
16 December 2022 - 10:37 AM-16.8500-120.1700-2.4,16 December 2022 - 10:37 AM,16.85,120.17,23,2.4,022  km S 89° W of Luna (La Union),December,2022
16 December 2022 - 08:40 AM-17.3900-120.3300-2.8,16 December 2022 - 08:40 AM,17.39,120.33,4,2.8,013  km N 62° W of San Esteban (Ilocos Sur),December,2022
16 December 2022 - 07:03 AM-5.8500-127.1800-3.4,16 December 2022 - 07:03 AM,5.85,127.18,86,3.4,151  km S 54° E of Governor Generoso (Davao Oriental),December,2022
16 December 2022 - 05:02 AM-16.1100-120.6900-2.4,16 December 2022 - 05:02 AM,16.11,120.69,34,2.4,006  km N 24° E of San Manuel (Pangasinan),December,2022
16 December 2022 - 04:03 AM-17.5600-120.6800-2.4,16 December 2022 - 04:03 AM,17.56,120.68,13,2.4,007  km S 58° E of Bangued (Abra),December,2022
16 December 2022 - 03:33 AM-9.9800-126.5300-2.6,16 December 2022 - 03:33 AM,9.98,126.53,5,2.6,046  km N 62° E of General Luna (Surigao Del Norte),December,2022
16 December 2022 - 02:12 AM-8.9000-126.5300-3.3,16 December 2022 - 02:12 AM,8.9,126.53,26,3.3,025  km S 86° E of Cagwait (Surigao Del Sur),December,2022
16 December 2022 - 01:59 AM-10.4500-125.1200-2.5,16 December 2022 - 01:59 AM,10.45,125.12,1,2.5,009  km S 28° W of Silago (Southern Leyte),December,2022
16 December 2022 - 01:04 AM-7.7500-124.7400-2.6,16 December 2022 - 01:04 AM,7.75,124.74,6,2.6,001  km N 45° W of Kalilangan (Bukidnon),December,2022
16 December 2022 - 01:02 AM-6.6700-126.1100-2.2,16 December 2022 - 01:02 AM,6.67,126.11,4,2.2,004  km N 58° E of Governor Generoso (Davao Oriental),December,2022
16 December 2022 - 01:02 AM-16.6800-120.2500-2.0,16 December 2022 - 01:02 AM,16.68,120.25,42,2.0,009  km N 86° W of San Juan (La Union),December,2022
16 December 2022 - 12:34 AM-9.6300-125.9000-3.1,16 December 2022 - 12:34 AM,9.63,125.9,114,3.1,008  km N 78° W of Socorro (Surigao Del Norte),December,2022
16 December 2022 - 12:30 AM-12.4600-123.6800-3.0,16 December 2022 - 12:30 AM,12.46,123.68,2,3.0,010  km S 74° W of San Fernando (Masbate),December,2022
15 December 2022 - 10:53 PM-17.6800-120.6400-2.3,15 December 2022 - 10:53 PM,17.68,120.64,18,2.3,003  km S 53° W of Danglas (Abra),December,2022
15 December 2022 - 09:38 PM-10.1700-126.1500-1.7,15 December 2022 - 09:38 PM,10.17,126.15,33,1.7,019  km N 24° E of Burgos (Surigao Del Norte),December,2022
15 December 2022 - 08:29 PM-16.8900-120.1900-2.7,15 December 2022 - 08:29 PM,16.89,120.19,16,2.7,020  km N 78° W of Luna (La Union),December,2022
15 December 2022 - 08:07 PM-15.4700-120.1400-2.4,15 December 2022 - 08:07 PM,15.47,120.14,2,2.4,021  km S 70° E of Masinloc (Zambales),December,2022
15 December 2022 - 07:46 PM-17.5900-120.7700-3.7,15 December 2022 - 07:46 PM,17.59,120.77,16,3.7,008  km N 47° E of Bucay (Abra),December,2022
15 December 2022 - 06:23 PM-13.7100-120.4700-3.3,15 December 2022 - 06:23 PM,13.71,120.47,108,3.3,022  km S 53° W of Calatagan (Batangas),December,2022
15 December 2022 - 06:11 PM-10.7500-126.7800-2.5,15 December 2022 - 06:11 PM,10.75,126.78,34,2.5,112  km N 44° E of Burgos (Surigao Del Norte),December,2022
15 December 2022 - 05:11 PM-17.7800-120.7300-2.0,15 December 2022 - 05:11 PM,17.78,120.73,11,2.0,007  km N 19° E of Lagayan (Abra),December,2022
15 December 2022 - 04:52 PM-18.9900-120.1200-3.1,15 December 2022 - 04:52 PM,18.99,120.12,15,3.1,077  km N 47° W of Burgos (Ilocos Norte),December,2022
15 December 2022 - 04:50 PM-17.5900-120.5000-2.5,15 December 2022 - 04:50 PM,17.59,120.5,4,2.5,005  km N 17° W of San Quintin (Abra),December,2022
15 December 2022 - 04:42 PM-18.5600-120.7400-3.5,15 December 2022 - 04:42 PM,18.56,120.74,14,3.5,005  km S 88° W of Pagudpud (Ilocos Norte),December,2022
15 December 2022 - 03:45 PM-5.9100-126.7500-3.1,15 December 2022 - 03:45 PM,5.91,126.75,4,3.1,111  km S 42° E of Governor Generoso (Davao Oriental),December,2022
15 December 2022 - 02:43 PM-7.0000-126.0400-3.0,15 December 2022 - 02:43 PM,7.0,126.04,44,3.0,005  km N 44° E of Banaybanay (Davao Oriental),December,2022
15 December 2022 - 02:32 PM-9.9200-125.4300-2.1,15 December 2022 - 02:32 PM,9.92,125.43,29,2.1,016  km N 25° W of City Of Surigao (Surigao Del Norte),December,2022
15 December 2022 - 02:02 PM-18.0900-121.8700-2.4,15 December 2022 - 02:02 PM,18.09,121.87,11,2.4,024  km S 35° W of Gonzaga (Cagayan),December,2022
15 December 2022 - 11:31 AM-2.6700-127.6400-4.8,15 December 2022 - 11:31 AM,2.67,127.64,74,4.8,391  km S 39° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),December,2022
15 December 2022 - 11:13 AM-17.5200-120.6000-2.0,15 December 2022 - 11:13 AM,17.52,120.6,10,2.0,006  km North of San Isidro (Abra),December,2022
15 December 2022 - 10:30 AM-12.0300-124.6700-2.9,15 December 2022 - 10:30 AM,12.03,124.67,1,2.9,001  km S 38° E of Santa Margarita (Samar),December,2022
15 December 2022 - 08:39 AM-8.1300-121.5400-4.0,15 December 2022 - 08:39 AM,8.13,121.54,30,4.0,075  km N 62° W of Baliguian (Zamboanga Del Norte),December,2022
15 December 2022 - 08:16 AM-9.1200-122.6900-3.3,15 December 2022 - 08:16 AM,9.12,122.69,24,3.3,031  km S 39° W of Santa Catalina (Negros Oriental),December,2022
15 December 2022 - 05:45 AM-15.3100-120.0300-1.7,15 December 2022 - 05:45 AM,15.31,120.03,24,1.7,002  km N 16° E of Botolan (Zambales),December,2022
15 December 2022 - 05:09 AM-11.6900-124.3100-2.5,15 December 2022 - 05:09 AM,11.69,124.31,12,2.5,006  km N 83° W of Kawayan (Biliran),December,2022
15 December 2022 - 04:42 AM-4.0300-126.4400-4.4,15 December 2022 - 04:42 AM,4.03,126.44,4,4.4,190  km S 36° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),December,2022
15 December 2022 - 03:44 AM-12.3900-124.5500-4.7,15 December 2022 - 03:44 AM,12.39,124.55,109,4.7,013  km N 39° W of Lope De Vega (Northern Samar),December,2022
15 December 2022 - 03:32 AM-13.0900-121.0000-1.7,15 December 2022 - 03:32 AM,13.09,121.0,35,1.7,030  km N 89° E of Santa Cruz (Occidental Mindoro),December,2022
15 December 2022 - 03:21 AM-6.7000-124.1900-1.7,15 December 2022 - 03:21 AM,6.7,124.19,33,1.7,015  km N 60° E of Lebak (Sultan Kudarat),December,2022
15 December 2022 - 02:58 AM-11.3200-125.5600-2.9,15 December 2022 - 02:58 AM,11.32,125.56,30,2.9,006  km S 61° W of Hernani (Eastern Samar),December,2022
15 December 2022 - 02:22 AM-13.6200-120.6200-1.6,15 December 2022 - 02:22 AM,13.62,120.62,111,1.6,022  km N 31° W of Abra De Ilog (Occidental Mindoro),December,2022
15 December 2022 - 01:29 AM-13.3000-119.9400-2.5,15 December 2022 - 01:29 AM,13.3,119.94,20,2.5,057  km S 36° W of Looc (Occidental Mindoro),December,2022
14 December 2022 - 11:45 PM-8.4400-123.3000-1.6,14 December 2022 - 11:45 PM,8.44,123.3,33,1.6,008  km S 11° E of Katipunan (Zamboanga Del Norte),December,2022
14 December 2022 - 11:23 PM-17.6800-120.1700-2.2,14 December 2022 - 11:23 PM,17.68,120.17,33,2.2,023  km N 63° W of Santa Catalina (Ilocos Sur),December,2022
14 December 2022 - 11:22 PM-16.9400-120.1500-1.6,14 December 2022 - 11:22 PM,16.94,120.15,30,1.6,027  km N 68° W of Luna (La Union),December,2022
14 December 2022 - 10:36 PM-15.3900-121.3700-1.6,14 December 2022 - 10:36 PM,15.39,121.37,9,1.6,002  km N 76° W of Dingalan (Aurora),December,2022
14 December 2022 - 10:30 PM-9.2100-126.3800-2.0,14 December 2022 - 10:30 PM,9.21,126.38,26,2.0,021  km S 71° E of Cortes (Surigao Del Sur),December,2022
14 December 2022 - 10:14 PM-14.0900-119.5100-2.7,14 December 2022 - 10:14 PM,14.09,119.51,2,2.7,071  km N 69° W of Lubang (Occidental Mindoro),December,2022
14 December 2022 - 07:29 PM-16.8200-120.4900-2.4,14 December 2022 - 07:29 PM,16.82,120.49,1,2.4,004  km S 43° W of Sugpon (Ilocos Sur),December,2022
14 December 2022 - 07:24 PM-12.3700-125.9700-3.1,14 December 2022 - 07:24 PM,12.37,125.97,20,3.1,055  km N 67° E of San Policarpo (Eastern Samar),December,2022
14 December 2022 - 04:32 PM-17.8200-120.8300-1.4,14 December 2022 - 04:32 PM,17.82,120.83,29,1.4,011  km N 03° E of Tineg (Abra),December,2022
14 December 2022 - 04:16 PM-17.6700-120.6400-2.3,14 December 2022 - 04:16 PM,17.67,120.64,19,2.3,004  km S 39° W of Danglas (Abra),December,2022
14 December 2022 - 04:09 PM-17.4300-120.6400-2.3,14 December 2022 - 04:09 PM,17.43,120.64,10,2.3,002  km S 66° E of Villaviciosa (Abra),December,2022
14 December 2022 - 03:29 PM-19.1300-121.1000-2.7,14 December 2022 - 03:29 PM,19.13,121.1,1,2.7,011  km N 79° W of Dalupiri Island (Calayan) (Cagayan),December,2022
14 December 2022 - 12:40 PM-17.4200-120.7600-1.3,14 December 2022 - 12:40 PM,17.42,120.76,4,1.3,004  km S 02° W of Sallapadan (Abra),December,2022
14 December 2022 - 10:58 AM-10.1300-125.1100-2.2,14 December 2022 - 10:58 AM,10.13,125.11,4,2.2,003  km S 18° W of Liloan (Southern Leyte),December,2022
14 December 2022 - 09:31 AM-16.2800-121.4600-2.0,14 December 2022 - 09:31 AM,16.28,121.46,19,2.0,016  km N 70° W of Nagtipunan (Quirino),December,2022
14 December 2022 - 09:16 AM-17.8900-120.7400-2.5,14 December 2022 - 09:16 AM,17.89,120.74,5,2.5,009  km S 76° E of Nueva Era (Ilocos Norte),December,2022
14 December 2022 - 04:36 AM-10.3000-122.5500-3.0,14 December 2022 - 04:36 AM,10.3,122.55,13,3.0,025  km S 02° E of Nueva Valencia (Guimaras),December,2022
14 December 2022 - 04:11 AM-9.4000-126.5100-2.7,14 December 2022 - 04:11 AM,9.4,126.51,8,2.7,037  km N 68° E of Cortes (Surigao Del Sur),December,2022
14 December 2022 - 02:29 AM-18.2000-121.2300-2.3,14 December 2022 - 02:29 AM,18.2,121.23,9,2.3,016  km S 77° W of Pudtol (Apayao),December,2022
14 December 2022 - 01:51 AM-13.7800-120.5800-2.2,14 December 2022 - 01:51 AM,13.78,120.58,119,2.2,008  km S 42° W of Calatagan (Batangas),December,2022
14 December 2022 - 12:09 AM-15.5900-119.9200-1.3,14 December 2022 - 12:09 AM,15.59,119.92,33,1.3,004  km S 16° W of Candelaria (Zambales),December,2022
13 December 2022 - 11:41 PM-14.0000-120.4800-1.8,13 December 2022 - 11:41 PM,14.0,120.48,70,1.8,018  km S 64° W of Nasugbu (Batangas),December,2022
13 December 2022 - 11:40 PM-17.5800-120.7300-1.8,13 December 2022 - 11:40 PM,17.58,120.73,1,1.8,004  km S 07° W of Lagangilang (Abra),December,2022
13 December 2022 - 11:35 PM-15.7800-121.0600-2.3,13 December 2022 - 11:35 PM,15.78,121.06,17,2.3,010  km N 29° W of Rizal (Nueva Ecija),December,2022
13 December 2022 - 11:10 PM-16.9100-120.5300-2.1,13 December 2022 - 11:10 PM,16.91,120.53,10,2.1,002  km N 03° W of Alilem (Ilocos Sur),December,2022
13 December 2022 - 11:03 PM-9.6200-126.0500-2.0,13 December 2022 - 11:03 PM,9.62,126.05,23,2.0,009  km S 89° E of Socorro (Surigao Del Norte),December,2022
13 December 2022 - 10:03 PM-13.2200-120.2600-2.2,13 December 2022 - 10:03 PM,13.22,120.26,8,2.2,031  km S 45° W of Paluan (Occidental Mindoro),December,2022
13 December 2022 - 08:06 PM-10.8500-125.9900-3.4,13 December 2022 - 08:06 PM,10.85,125.99,22,3.4,032  km N 68° E of Homonhon Island (Guiuan) (Eastern Samar),December,2022
13 December 2022 - 07:17 PM-8.9000-126.5700-1.7,13 December 2022 - 07:17 PM,8.9,126.57,19,1.7,030  km S 87° E of Cagwait (Surigao Del Sur),December,2022
13 December 2022 - 06:04 PM-6.0500-126.8300-2.7,13 December 2022 - 06:04 PM,6.05,126.83,32,2.7,107  km S 52° E of Governor Generoso (Davao Oriental),December,2022
13 December 2022 - 05:23 PM-8.4200-126.6100-2.7,13 December 2022 - 05:23 PM,8.42,126.61,33,2.7,031  km N 79° E of Hinatuan (Surigao Del Sur),December,2022
13 December 2022 - 05:03 PM-8.2300-125.8200-1.7,13 December 2022 - 05:03 PM,8.23,125.82,33,1.7,006  km S 11° E of La Paz (Agusan Del Sur),December,2022
13 December 2022 - 04:18 PM-17.7200-120.5600-2.1,13 December 2022 - 04:18 PM,17.72,120.56,4,2.1,011  km S 73° E of San Juan (Ilocos Sur),December,2022
13 December 2022 - 02:37 PM-9.9500-122.6000-2.3,13 December 2022 - 02:37 PM,9.95,122.6,19,2.3,004  km S 57° W of Cauayan (Negros Occidental),December,2022
13 December 2022 - 01:51 PM-17.1900-120.2500-1.8,13 December 2022 - 01:51 PM,17.19,120.25,29,1.8,021  km N 83° W of City Of Candon (Ilocos Sur),December,2022
13 December 2022 - 11:24 AM-17.2600-120.8800-1.4,13 December 2022 - 11:24 AM,17.26,120.88,34,1.4,015  km S 27° E of Boliney (Abra),December,2022
13 December 2022 - 10:50 AM-16.3800-122.1000-2.0,13 December 2022 - 10:50 AM,16.38,122.1,9,2.0,012  km N 10° W of Casiguran (Aurora),December,2022
13 December 2022 - 10:48 AM-19.0900-121.1700-3.3,13 December 2022 - 10:48 AM,19.09,121.17,23,3.3,004  km S 62° W of Dalupiri Island (Calayan) (Cagayan),December,2022
13 December 2022 - 08:37 AM-16.4800-120.6700-2.3,13 December 2022 - 08:37 AM,16.48,120.67,1,2.3,004  km N 87° E of Tublay (Benguet),December,2022
13 December 2022 - 07:19 AM-17.5800-120.5600-3.0,13 December 2022 - 07:19 AM,17.58,120.56,21,3.0,001  km N 13° W of Langiden (Abra),December,2022
13 December 2022 - 06:52 AM-17.8100-120.6700-1.9,13 December 2022 - 06:52 AM,17.81,120.67,5,1.9,010  km N 23° W of Lagayan (Abra),December,2022
13 December 2022 - 06:00 AM-17.8500-120.7400-2.3,13 December 2022 - 06:00 AM,17.85,120.74,13,2.3,011  km S 49° E of Nueva Era (Ilocos Norte),December,2022
13 December 2022 - 05:51 AM-13.8200-120.4800-1.4,13 December 2022 - 05:51 AM,13.82,120.48,34,1.4,017  km S 85° W of Calatagan (Batangas),December,2022
13 December 2022 - 05:40 AM-5.7900-125.2000-2.3,13 December 2022 - 05:40 AM,5.79,125.2,8,2.3,004  km S 09° W of Glan (Sarangani),December,2022
13 December 2022 - 04:37 AM-9.5200-126.2100-2.0,13 December 2022 - 04:37 AM,9.52,126.21,31,2.0,027  km N 03° E of Cortes (Surigao Del Sur),December,2022
13 December 2022 - 04:11 AM-5.3200-126.1900-2.6,13 December 2022 - 04:11 AM,5.32,126.19,111,2.6,082  km S 78° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),December,2022
13 December 2022 - 03:55 AM-7.7800-125.8200-1.9,13 December 2022 - 03:55 AM,7.78,125.82,33,1.9,005  km S 32° E of Laak (Davao De Oro),December,2022
13 December 2022 - 03:55 AM-16.0700-119.3700-3.4,13 December 2022 - 03:55 AM,16.07,119.37,9,3.4,046  km S 84° W of Agno (Pangasinan),December,2022
13 December 2022 - 03:26 AM-9.5700-126.1400-2.3,13 December 2022 - 03:26 AM,9.57,126.14,19,2.3,020  km S 74° E of Socorro (Surigao Del Norte),December,2022
13 December 2022 - 03:22 AM-9.6700-126.3500-3.8,13 December 2022 - 03:22 AM,9.67,126.35,25,3.8,025  km S 59° E of General Luna (Surigao Del Norte),December,2022
13 December 2022 - 03:12 AM-13.7000-120.5200-1.4,13 December 2022 - 03:12 AM,13.7,120.52,46,1.4,019  km S 40° W of Calatagan (Batangas),December,2022
13 December 2022 - 02:50 AM-16.8500-120.2900-1.7,13 December 2022 - 02:50 AM,16.85,120.29,15,1.7,010  km S 85° W of Luna (La Union),December,2022
13 December 2022 - 02:29 AM-5.7200-126.4400-2.7,13 December 2022 - 02:29 AM,5.72,126.44,81,2.7,091  km S 76° E of Jose Abad Santos (Davao Occidental),December,2022
13 December 2022 - 02:06 AM-9.3900-122.5900-1.8,13 December 2022 - 02:06 AM,9.39,122.59,13,1.8,006  km S 69° W of Basay (Negros Oriental),December,2022
13 December 2022 - 01:57 AM-13.8500-120.8100-2.1,13 December 2022 - 01:57 AM,13.85,120.81,1,2.1,009  km S 01° E of City Of Calaca (Batangas),December,2022
13 December 2022 - 01:42 AM-17.5100-120.6000-1.8,13 December 2022 - 01:42 AM,17.51,120.6,1,1.8,004  km N 03° W of San Isidro (Abra),December,2022
13 December 2022 - 01:20 AM-6.1400-124.5400-2.4,13 December 2022 - 01:20 AM,6.14,124.54,16,2.4,010  km N 29° E of Maitum (Sarangani),December,2022
13 December 2022 - 01:01 AM-15.6100-120.1300-1.4,13 December 2022 - 01:01 AM,15.61,120.13,32,1.4,021  km N 64° E of Masinloc (Zambales),December,2022
13 December 2022 - 12:47 AM-8.0200-126.3300-2.0,13 December 2022 - 12:47 AM,8.02,126.33,63,2.0,009  km S 74° W of Lingig (Surigao Del Sur),December,2022
13 December 2022 - 12:47 AM-6.1100-125.2600-1.8,13 December 2022 - 12:47 AM,6.11,125.26,17,1.8,003  km N 80° W of Alabel (Sarangani),December,2022
13 December 2022 - 12:09 AM-17.7400-120.7200-2.0,13 December 2022 - 12:09 AM,17.74,120.72,20,2.0,003  km N 30° E of Lagayan (Abra),December,2022
12 December 2022 - 10:38 PM-13.6900-120.6900-2.5,12 December 2022 - 10:38 PM,13.69,120.69,124,2.5,017  km S 20° E of Calatagan (Batangas),December,2022
12 December 2022 - 10:38 PM-5.9700-126.9500-3.2,12 December 2022 - 10:38 PM,5.97,126.95,96,3.2,123  km S 52° E of Governor Generoso (Davao Oriental),December,2022
12 December 2022 - 10:36 PM-13.5800-120.6400-2.6,12 December 2022 - 10:36 PM,13.58,120.64,125,2.6,018  km N 32° W of Abra De Ilog (Occidental Mindoro),December,2022
12 December 2022 - 09:31 PM-13.8100-120.8300-2.5,12 December 2022 - 09:31 PM,13.81,120.83,5,2.5,011  km S 59° W of San Luis (Batangas),December,2022
12 December 2022 - 08:53 PM-6.3000-125.5400-2.6,12 December 2022 - 08:53 PM,6.3,125.54,31,2.6,015  km S 31° W of Malita (Davao Occidental),December,2022
12 December 2022 - 07:31 PM-9.5400-125.9700-2.2,12 December 2022 - 07:31 PM,9.54,125.97,1,2.2,008  km S 04° E of Socorro (Surigao Del Norte),December,2022
12 December 2022 - 07:24 PM-7.9100-122.5100-2.5,12 December 2022 - 07:24 PM,7.91,122.51,28,2.5,001  km N 55° W of Kalawit (Zamboanga Del Norte),December,2022
12 December 2022 - 07:24 PM-18.1300-120.9900-1.6,12 December 2022 - 07:24 PM,18.13,120.99,22,1.6,015  km S 24° W of Calanasan (Apayao),December,2022
12 December 2022 - 07:13 PM-5.4900-126.3800-2.2,12 December 2022 - 07:13 PM,5.49,126.38,49,2.2,093  km S 60° E of Jose Abad Santos (Davao Occidental),December,2022
12 December 2022 - 06:22 PM-10.0100-126.3300-2.3,12 December 2022 - 06:22 PM,10.01,126.33,16,2.3,028  km S 89° E of Burgos (Surigao Del Norte),December,2022
12 December 2022 - 05:54 PM-9.7700-125.4100-1.8,12 December 2022 - 05:54 PM,9.77,125.41,22,1.8,002  km S 71° W of San Francisco (Surigao Del Norte),December,2022
12 December 2022 - 01:51 PM-9.3300-126.5500-2.7,12 December 2022 - 01:51 PM,9.33,126.55,15,2.7,040  km N 81° E of Cortes (Surigao Del Sur),December,2022
12 December 2022 - 01:18 PM-15.9400-120.2600-2.9,12 December 2022 - 01:18 PM,15.94,120.26,87,2.9,006  km N 23° E of Aguilar (Pangasinan),December,2022
12 December 2022 - 12:59 PM-17.6000-120.6200-2.4,12 December 2022 - 12:59 PM,17.6,120.62,13,2.4,000  km N 75° E of Bangued (Abra),December,2022
12 December 2022 - 10:23 AM-13.6800-120.5900-2.0,12 December 2022 - 10:23 AM,13.68,120.59,96,2.0,018  km S 16° W of Calatagan (Batangas),December,2022
12 December 2022 - 09:02 AM-15.0100-123.2900-3.4,12 December 2022 - 09:02 AM,15.01,123.29,1,3.4,088  km N 45° E of Tinaga Island (Vinzons) (Camarines Norte),December,2022
12 December 2022 - 09:01 AM-9.8800-126.0100-2.0,12 December 2022 - 09:01 AM,9.88,126.01,32,2.0,004  km N 70° E of Del Carmen (Surigao Del Norte),December,2022
12 December 2022 - 07:59 AM-6.2000-125.7900-2.5,12 December 2022 - 07:59 AM,6.2,125.79,114,2.5,010  km N 88° E of Don Marcelino (Davao Occidental),December,2022
12 December 2022 - 07:19 AM-15.4800-120.2100-2.5,12 December 2022 - 07:19 AM,15.48,120.21,1,2.5,027  km S 79° E of Masinloc (Zambales),December,2022
12 December 2022 - 07:03 AM-15.6200-119.9600-1.7,12 December 2022 - 07:03 AM,15.62,119.96,21,1.7,004  km S 76° E of Candelaria (Zambales),December,2022
12 December 2022 - 07:03 AM-15.6300-119.8900-1.5,12 December 2022 - 07:03 AM,15.63,119.89,11,1.5,004  km N 78° W of Candelaria (Zambales),December,2022
12 December 2022 - 06:34 AM-17.5000-120.6400-2.8,12 December 2022 - 06:34 AM,17.5,120.64,5,2.8,005  km N 44° E of San Isidro (Abra),December,2022
12 December 2022 - 06:17 AM-5.9700-126.3000-2.8,12 December 2022 - 06:17 AM,5.97,126.3,43,2.8,072  km S 69° E of Don Marcelino (Davao Occidental),December,2022
12 December 2022 - 06:14 AM-6.0000-125.8300-2.3,12 December 2022 - 06:14 AM,6.0,125.83,176,2.3,027  km S 34° E of Don Marcelino (Davao Occidental),December,2022
12 December 2022 - 04:08 AM-18.0900-120.9200-2.8,12 December 2022 - 04:08 AM,18.09,120.92,1,2.8,012  km S 63° E of Carasi (Ilocos Norte),December,2022
12 December 2022 - 03:50 AM-10.3800-126.0900-2.4,12 December 2022 - 03:50 AM,10.38,126.09,23,2.4,040  km N 02° E of Burgos (Surigao Del Norte),December,2022
12 December 2022 - 02:51 AM-13.7500-120.5100-1.9,12 December 2022 - 02:51 AM,13.75,120.51,8,1.9,029  km N 83° E of Looc (Occidental Mindoro),December,2022
12 December 2022 - 02:37 AM-7.9000-125.2200-2.4,12 December 2022 - 02:37 AM,7.9,125.22,9,2.4,012  km S 82° W of San Fernando (Bukidnon),December,2022
12 December 2022 - 01:44 AM-7.4000-126.0700-1.9,12 December 2022 - 01:44 AM,7.4,126.07,33,1.9,011  km N 30° W of Maragusan (Davao De Oro),December,2022
12 December 2022 - 12:38 AM-15.7100-119.9300-2.1,12 December 2022 - 12:38 AM,15.71,119.93,13,2.1,007  km S 23° E of Santa Cruz (Zambales),December,2022
12 December 2022 - 12:23 AM-10.0000-125.1600-2.1,12 December 2022 - 12:23 AM,10.0,125.16,26,2.1,006  km S 02° E of San Francisco (Southern Leyte),December,2022
11 December 2022 - 11:05 PM-6.3600-126.8500-3.0,11 December 2022 - 11:05 PM,6.36,126.85,179,3.0,088  km S 30° E of Tarragona (Davao Oriental),December,2022
11 December 2022 - 10:53 PM-17.7700-120.8600-2.2,11 December 2022 - 10:53 PM,17.77,120.86,1,2.2,007  km N 34° E of Tineg (Abra),December,2022
11 December 2022 - 10:32 PM-6.2000-126.4400-2.3,11 December 2022 - 10:32 PM,6.2,126.44,120,2.3,064  km S 39° E of Governor Generoso (Davao Oriental),December,2022
11 December 2022 - 10:12 PM-18.3100-120.6300-2.2,11 December 2022 - 10:12 PM,18.31,120.63,23,2.2,003  km S 32° E of Pasuquin (Ilocos Norte),December,2022
11 December 2022 - 08:21 PM-18.9400-120.8900-2.3,11 December 2022 - 08:21 PM,18.94,120.89,3,2.3,039  km S 61° W of Dalupiri Island (Calayan) (Cagayan),December,2022
11 December 2022 - 08:01 PM-13.8000-120.8300-2.2,11 December 2022 - 08:01 PM,13.8,120.83,11,2.2,012  km S 56° W of San Luis (Batangas),December,2022
11 December 2022 - 06:13 PM-8.9400-126.4800-2.4,11 December 2022 - 06:13 PM,8.94,126.48,19,2.4,020  km N 82° E of Cagwait (Surigao Del Sur),December,2022
11 December 2022 - 05:05 PM-8.3600-126.6900-2.1,11 December 2022 - 05:05 PM,8.36,126.69,20,2.1,038  km S 88° E of Hinatuan (Surigao Del Sur),December,2022
11 December 2022 - 04:04 PM-18.1600-122.0900-2.8,11 December 2022 - 04:04 PM,18.16,122.09,10,2.8,015  km S 41° E of Gonzaga (Cagayan),December,2022
11 December 2022 - 01:26 PM-6.4700-124.1200-3.1,11 December 2022 - 01:26 PM,6.47,124.12,20,3.1,012  km S 39° E of Kalamansig (Sultan Kudarat),December,2022
11 December 2022 - 01:01 PM-7.7600-126.7300-2.3,11 December 2022 - 01:01 PM,7.76,126.73,24,2.3,028  km N 41° E of Baganga (Davao Oriental),December,2022
11 December 2022 - 12:59 PM-8.4900-121.7600-2.4,11 December 2022 - 12:59 PM,8.49,121.76,31,2.4,087  km N 29° W of Baliguian (Zamboanga Del Norte),December,2022
11 December 2022 - 12:58 PM-17.5100-120.7000-2.7,11 December 2022 - 12:58 PM,17.51,120.7,6,2.7,004  km S 32° W of Bucay (Abra),December,2022
11 December 2022 - 12:20 PM-18.1800-122.1400-3.6,11 December 2022 - 12:20 PM,18.18,122.14,8,3.6,018  km S 59° E of Gonzaga (Cagayan),December,2022
11 December 2022 - 12:10 PM-15.4500-121.3200-1.6,11 December 2022 - 12:10 PM,15.45,121.32,10,1.6,002  km S 76° W of Gabaldon (Nueva Ecija),December,2022
11 December 2022 - 11:27 AM-14.3600-120.4300-2.1,11 December 2022 - 11:27 AM,14.36,120.43,115,2.1,011  km S 38° W of Mariveles (Bataan),December,2022
11 December 2022 - 10:55 AM-7.5400-126.7400-3.9,11 December 2022 - 10:55 AM,7.54,126.74,21,3.9,020  km S 79° E of Baganga (Davao Oriental),December,2022
